100	0.6846	0.6846	0.6846	0.6846	0.6846	0.6846
125	1.2121	1.2121	1.2121	1.2121	1.2121	1.2121
200	4.5447	4.5447	4.5447	4.5447	4.5447	4.5447
250	6.2305	6.2305	6.2305	6.2305	6.2305	6.2305
300	0.9219	0.9219	0.9219	0.9219	0.9219	0.9219
400	1.3661	1.3661	1.3661	1.3661	1.3661	1.3661
500	2.1633	2.1633	2.1633	2.1633	2.1633	2.1633
600	2.5555	2.5555	2.5555	2.5555	2.5555	2.5555
700	0.4264	0.4264	0.4264	0.4264	0.4264	0.4264
800	0.5863	0.5863	0.5863	0.5863	0.5863	0.5863
900	0.7633	0.7633	0.7633	0.7633	0.7633	0.7633
1000	1.0278	1.0278	1.0278	1.0278	1.0278	1.0278
1100	0.1187	0.1187	0.1187	0.1187	0.1187	0.1187
1200	0.2344	0.2344	0.2344	0.2344	0.2344	0.2344
1500	0.3352	0.3352	0.3352	0.3352	0.3352	0.3352
