100	--	--	--	--	--	--
200	--	--	--	--	--	--
300	66.5535	66.5535	66.5535	66.5535	66.5535	66.5535
400	286.543	286.543	286.543	286.543	286.543	286.543
500	374.541	374.541	374.541	374.541	374.541	374.541
600	--	--	--	--	--	--
700	145.051	145.051	145.051	145.051	145.051	145.051
800	192.941	192.941	192.941	192.941	192.941	192.941
900	307.894	307.894	307.894	307.894	307.894	307.894
1000	463.231	463.231	463.231	463.231	463.231	463.231
1100	63.3065	63.3065	63.3065	63.3065	63.3065	63.3065
1200	63.3065	63.3065	63.3065	63.3065	63.3065	63.3065
1500	332.518	332.518	332.518	332.518	332.518	332.518
