100	12.9219	12.9219	12.9219	12.9219	12.9219	12.9219
125	15.2089	15.2089	15.2089	15.2089	15.2089	15.2089
200	35.0816	35.0816	35.0816	35.0816	35.0816	35.0816
250	37.0965	37.0965	37.0965	37.0965	37.0965	37.0965
300	3.5577	3.5577	3.5577	3.5577	3.5577	3.5577
400	7.2715	7.2715	7.2715	7.2715	7.2715	7.2715
500	7.3136	7.3136	7.3136	7.3136	7.3136	7.3136
600	9.6884	9.6884	9.6884	9.6884	9.6884	9.6884
700	1.4971	1.4971	1.4971	1.4971	1.4971	1.4971
800	1.9067	1.9067	1.9067	1.9067	1.9067	1.9067
900	2.7121	2.7121	2.7121	2.7121	2.7121	2.7121
1000	3.2259	3.2259	3.2259	3.2259	3.2259	3.2259
1100	0.3940	0.3940	0.3940	0.3940	0.3940	0.3940
1200	0.4825	0.4825	0.4825	0.4825	0.4825	0.4825
1500	1.0656	1.0656	1.0656	1.0656	1.0656	1.0656
