100	1.6108	1.6108	1.6108	1.6108	1.6108	1.6108
125	2.3069	2.3069	2.3069	2.3069	2.3069	2.3069
200	6.9851	6.9851	6.9851	6.9851	6.9851	6.9851
250	1.3235	1.3235	1.3235	1.3235	1.3235	1.3235
300	1.2005	1.2005	1.2005	1.2005	1.2005	1.2005
400	2.5941	2.5941	2.5941	2.5941	2.5941	2.5941
500	4.0690	4.0690	4.0690	4.0690	4.0690	4.0690
600	3.7536	3.7536	3.7536	3.7536	3.7536	3.7536
700	0.4525	0.4525	0.4525	0.4525	0.4525	0.4525
800	0.5173	0.5173	0.5173	0.5173	0.5173	0.5173
900	0.6177	0.6177	0.6177	0.6177	0.6177	0.6177
1000	0.9137	0.9137	0.9137	0.9137	0.9137	0.9137
1100	--	--	--	--	--	--
1200	0.1313	0.1313	0.1313	0.1313	0.1313	0.1313
1500	0.2146	0.2146	0.2146	0.2146	0.2146	0.2146
1700	0.3609	0.3609	0.3609	0.3609	0.3609	0.3609
2000	0.6570	0.6570	0.6570	0.6570	0.6570	0.6570
