100	--	--	--	--	--	--
125	--	--	--	--	--	--
200	--	--	--	--	--	--
250	--	--	--	--	--	--
300	--	--	--	--	--	--
400	--	--	--	--	--	--
500	--	--	--	--	--	--
600	--	--	--	--	--	--
700	130.8485	130.8485	130.8485	130.8485	130.8485	130.8485
800	194.6862	194.6862	194.6862	194.6862	194.6862	194.6862
900	296.9731	296.9731	296.9731	296.9731	296.9731	296.9731
1000	460.7945	460.7945	460.7945	460.7945	460.7945	460.7945
1100	143.0248	143.0248	143.0248	143.0248	143.0248	143.0248
1200	102.3354	102.3354	102.3354	102.3354	102.3354	102.3354
1500	--	--	--	--	--	--
