100	--	--	--	--	--	--
125	--	--	--	--	--	--
200	--	--	--	--	--	--
250	341.7610	341.7610	341.7610	341.7610	341.7610	341.7610
300	333.5976	333.5976	333.5976	333.5976	333.5976	333.5976
400	512.7865	512.7865	512.7865	512.7865	512.7865	512.7865
500	424.3147	424.3147	424.3147	424.3147	424.3147	424.3147
600	348.9212	348.9212	348.9212	348.9212	348.9212	348.9212
700	31.4707	31.4707	31.4707	31.4707	31.4707	31.4707
800	27.8791	27.8791	27.8791	27.8791	27.8791	27.8791
900	15.4472	15.4472	15.4472	15.4472	15.4472	15.4472
1000	17.8313	17.8313	17.8313	17.8313	17.8313	17.8313
1100	1.2890	1.2890	1.2890	1.2890	1.2890	1.2890
1200	1.3277	1.3277	1.3277	1.3277	1.3277	1.3277
1500	1.3774	1.3774	1.3774	1.3774	1.3774	1.3774
