100	8.4624	8.4624	8.4624	8.4624	8.4624	8.4624
125	11.5019	11.5019	11.5019	11.5019	11.5019	11.5019
200	23.9383	23.9383	23.9383	23.9383	23.9383	23.9383
250	3.4407	3.4407	3.4407	3.4407	3.4407	3.4407
300	3.9870	3.9870	3.9870	3.9870	3.9870	3.9870
400	15.3629	15.3629	15.3629	15.3629	15.3629	15.3629
500	22.8025	22.8025	22.8025	22.8025	22.8025	22.8025
600	44.7661	44.7661	44.7661	44.7661	44.7661	44.7661
700	7.4991	7.4991	7.4991	7.4991	7.4991	7.4991
800	8.6412	8.6412	8.6412	8.6412	8.6412	8.6412
900	13.4818	13.4818	13.4818	13.4818	13.4818	13.4818
1000	21.5239	21.5239	21.5239	21.5239	21.5239	21.5239
1100	3.2427	3.2427	3.2427	3.2427	3.2427	3.2427
1200	2.4525	2.4525	2.4525	2.4525	2.4525	2.4525
1500	15.6546	15.6546	15.6546	15.6546	15.6546	15.6546
