100	18.0757	18.0757	18.0757	18.0757	18.0757	18.0757
125	18.6799	18.6799	18.6799	18.6799	18.6799	18.6799
200	45.8437	45.8437	45.8437	45.8437	45.8437	45.8437
250	56.2530	56.2530	56.2530	56.2530	56.2530	56.2530
300	5.3813	5.3813	5.3813	5.3813	5.3813	5.3813
400	5.9395	5.9395	5.9395	5.9395	5.9395	5.9395
500	6.3471	6.3471	6.3471	6.3471	6.3471	6.3471
600	9.8681	9.8681	9.8681	9.8681	9.8681	9.8681
700	1.0909	1.0909	1.0909	1.0909	1.0909	1.0909
800	1.1068	1.1068	1.1068	1.1068	1.1068	1.1068
900	1.3619	1.3619	1.3619	1.3619	1.3619	1.3619
1000	1.4103	1.4103	1.4103	1.4103	1.4103	1.4103
1100	0.1487	0.1487	0.1487	0.1487	0.1487	0.1487
1200	0.1738	0.1738	0.1738	0.1738	0.1738	0.1738
1500	0.3090	0.3090	0.3090	0.3090	0.3090	0.3090
