100	1.2842	1.2842	1.2842	1.2842	1.2842	1.2842
125	2.1054	2.1054	2.1054	2.1054	2.1054	2.1054
200	7.9974	7.9974	7.9974	7.9974	7.9974	7.9974
250	12.3207	12.3207	12.3207	12.3207	12.3207	12.3207
300	1.8454	1.8454	1.8454	1.8454	1.8454	1.8454
400	2.9664	2.9664	2.9664	2.9664	2.9664	2.9664
500	4.4153	4.4153	4.4153	4.4153	4.4153	4.4153
600	4.5602	4.5602	4.5602	4.5602	4.5602	4.5602
700	0.7558	0.7558	0.7558	0.7558	0.7558	0.7558
800	1.0287	1.0287	1.0287	1.0287	1.0287	1.0287
900	1.4213	1.4213	1.4213	1.4213	1.4213	1.4213
1000	1.5601	1.5601	1.5601	1.5601	1.5601	1.5601
1100	0.1273	0.1273	0.1273	0.1273	0.1273	0.1273
1200	0.2005	0.2005	0.2005	0.2005	0.2005	0.2005
1500	0.3789	0.3789	0.3789	0.3789	0.3789	0.3789
