100	0.9291	0.9291	0.9291	0.9291	0.9291	0.9291
125	1.8013	1.8013	1.8013	1.8013	1.8013	1.8013
200	7.9156	7.9156	7.9156	7.9156	7.9156	7.9156
250	10.7038	10.7038	10.7038	10.7038	10.7038	10.7038
300	1.6200	1.6200	1.6200	1.6200	1.6200	1.6200
400	2.5888	2.5888	2.5888	2.5888	2.5888	2.5888
500	4.5008	4.5008	4.5008	4.5008	4.5008	4.5008
600	5.1536	5.1536	5.1536	5.1536	5.1536	5.1536
700	0.8637	0.8637	0.8637	0.8637	0.8637	0.8637
800	1.1197	1.1197	1.1197	1.1197	1.1197	1.1197
900	1.6474	1.6474	1.6474	1.6474	1.6474	1.6474
1000	2.1510	2.1510	2.1510	2.1510	2.1510	2.1510
1100	0.2658	0.2658	0.2658	0.2658	0.2658	0.2658
1200	0.3728	0.3728	0.3728	0.3728	0.3728	0.3728
1500	0.6732	0.6732	0.6732	0.6732	0.6732	0.6732
