100	0.5264	0.5264	0.5264	0.5264	0.5264	0.5264
125	0.8988	0.8988	0.8988	0.8988	0.8988	0.8988
200	2.5588	2.5588	2.5588	2.5588	2.5588	2.5588
250	3.5724	3.5724	3.5724	3.5724	3.5724	3.5724
300	0.4807	0.4807	0.4807	0.4807	0.4807	0.4807
400	0.7667	0.7667	0.7667	0.7667	0.7667	0.7667
500	1.2803	1.2803	1.2803	1.2803	1.2803	1.2803
600	1.4608	1.4608	1.4608	1.4608	1.4608	1.4608
700	0.2036	0.2036	0.2036	0.2036	0.2036	0.2036
800	0.2888	0.2888	0.2888	0.2888	0.2888	0.2888
900	0.3433	0.3433	0.3433	0.3433	0.3433	0.3433
1000	0.4293	0.4293	0.4293	0.4293	0.4293	0.4293
1100	0.0781	0.0781	0.0781	0.0781	0.0781	0.0781
1200	0.0781	0.0781	0.0781	0.0781	0.0781	0.0781
1500	0.1151	0.1151	0.1151	0.1151	0.1151	0.1151
