100	2.0912	2.0912	3.1586	1.3567	4.5170	0.7031
125	2.2274	2.2274	3.4408	1.4725	4.6439	1.0183
200	5.3348	5.3348	7.8755	3.5614	11.8751	2.4219
250	0.6312	0.6312	1.0352	0.4765	1.5022	0.3877
300	0.8836	0.8836	1.3579	0.6290	1.9948	0.3573
400	1.6671	1.6671	2.4471	1.3116	3.7416	1.0156
500	2.6006	2.6006	3.8088	1.9451	6.2413	1.5354
600	3.0248	3.0248	4.6059	2.1009	7.1931	1.7190
700	0.4072	0.4072	0.6431	0.3036	0.9420	0.2889
800	0.5084	0.5084	0.8556	0.3608	1.3018	0.4221
900	0.7175	0.7175	1.0080	0.5853	1.4632	0.5484
1000	0.8706	0.8706	1.3101	0.8171	1.8544	0.7411
1100	0.1083	0.1083	0.1513	0.0781	0.2345	0.0961
1200	0.1345	0.1345	0.2092	0.1458	0.2649	0.1287
1500	0.2883	0.2883	0.3883	0.2866	0.2637	0.2708
1700	0.4998	0.4998	0.6182	0.4793	0.4809	0.4774
2000	0.9056	0.9056	1.2765	0.8765	0.8121	0.8708
