100	--	--	--	--	--	--
200	--	--	--	--	--	--
300	61.6609	61.6609	61.6609	61.6609	61.6609	61.6609
400	163.85	163.85	163.85	163.85	163.85	163.85
500	181.353	181.353	181.353	181.353	181.353	181.353
600	266.113	266.113	266.113	266.113	266.113	266.113
700	35.0226	35.0226	35.0226	35.0226	35.0226	35.0226
800	35.2029	35.2029	35.2029	35.2029	35.2029	35.2029
900	41.5929	41.5929	41.5929	41.5929	41.5929	41.5929
1000	43.6444	43.6444	43.6444	43.6444	43.6444	43.6444
1100	5.45269	5.45269	5.45269	5.45269	5.45269	5.45269
1200	5.45269	5.45269	5.45269	5.45269	5.45269	5.45269
1500	11.6955	11.6955	11.6955	11.6955	11.6955	11.6955
