100	--	--	--	--	--	--
125	--	--	--	--	--	--
200	--	--	--	--	--	--
250	--	--	--	--	--	--
300	--	--	--	--	--	--
400	--	--	--	--	--	--
500	--	--	--	--	--	--
600	--	--	--	--	--	--
700	194.3492	194.3492	194.3492	194.3492	194.3492	194.3492
800	267.2788	267.2788	267.2788	267.2788	267.2788	267.2788
900	422.4181	422.4181	422.4181	422.4181	422.4181	422.4181
1000	--	--	--	--	--	--
1100	272.9390	272.9390	272.9390	272.9390	272.9390	272.9390
1200	139.7946	139.7946	139.7946	139.7946	139.7946	139.7946
1500	--	--	--	--	--	--
