EMu_2017_SR2 Bin (SR2_HTLTbin1   ): Content = 9.596     , Error = 0.064 , Error Perc. =0.667
EMu_2017_SR3 Bin (SR3_bin6       ): Content = 4.935     , Error = 0.049 , Error Perc. =0.993
EMu_2017_SR3 Bin (SR3_bin19      ): Content = 1.468     , Error = 0.028 , Error Perc. =1.907
EMu_2017_SR3 Bin (SR3_bin14      ): Content = 0.485     , Error = 0.015 , Error Perc. =3.093
EMu_2017_SR3 Bin (SR3_bin5       ): Content = 0.177     , Error = 0.01  , Error Perc. =5.65
EMu_2017_SR2 Bin (SR2_HTLTbin4   ): Content = 0.163     , Error = 0.009 , Error Perc. =5.521
EMu_2017_SR3 Bin (SR3_bin23      ): Content = 0.151     , Error = 0.009 , Error Perc. =5.96
EMu_2017_SR2 Bin (SR2_HTLTbin2   ): Content = 0.096     , Error = 0.007 , Error Perc. =7.292
EMu_2017_SR3 Bin (SR3_bin10      ): Content = 0.092     , Error = 0.007 , Error Perc. =7.609
EMu_2017_SR3 Bin (SR3_bin17      ): Content = 0.07      , Error = 0.007 , Error Perc. =10.0
EMu_2017_SR3 Bin (SR3_bin4       ): Content = 0.064     , Error = 0.006 , Error Perc. =9.375
EMu_2017_SR1 Bin (SR1_MNbin4     ): Content = 0.045     , Error = 0.005 , Error Perc. =11.111
EMu_2017_SR3 Bin (SR3_bin3       ): Content = 0.042     , Error = 0.005 , Error Perc. =11.905
EMu_2017_SR3 Bin (SR3_bin18      ): Content = 0.034     , Error = 0.006 , Error Perc. =17.647
EMu_2017_SR3 Bin (SR3_bin13      ): Content = 0.026     , Error = 0.004 , Error Perc. =15.385
EMu_2017_SR3 Bin (SR3_bin12      ): Content = 0.024     , Error = 0.003 , Error Perc. =12.5
EMu_2017_SR3 Bin (SR3_bin9       ): Content = 0.019     , Error = 0.003 , Error Perc. =15.789
EMu_2017_SR3 Bin (SR3_bin2       ): Content = 0.015     , Error = 0.003 , Error Perc. =20.0
EMu_2017_SR3 Bin (SR3_bin22      ): Content = 0.013     , Error = 0.003 , Error Perc. =23.077
EMu_2017_SR3 Bin (SR3_bin8       ): Content = 0.011     , Error = 0.003 , Error Perc. =27.273
EMu_2017_SR3 Bin (SR3_bin16      ): Content = 0.01      , Error = 0.003 , Error Perc. =30.0
EMu_2017_SR2 Bin (SR2_HTLTbin5   ): Content = 0.008     , Error = 0.002 , Error Perc. =25.0
EMu_2017_SR1 Bin (SR1_MNbin3     ): Content = 0.005     , Error = 0.002 , Error Perc. =40.0
EMu_2017_SR3 Bin (SR3_bin15      ): Content = 0.003     , Error = 0.002 , Error Perc. =66.667
EMu_2017_SR3 Bin (SR3_bin21      ): Content = 0.003     , Error = 0.002 , Error Perc. =66.667
EMu_2017_SR3 Bin (SR3_bin1       ): Content = 0.002     , Error = 0.001 , Error Perc. =50.0
EMu_2017_SR3 Bin (SR3_bin7       ): Content = 0.002     , Error = 0.001 , Error Perc. =50.0
EMu_2017_SR3 Bin (SR3_bin11      ): Content = 0.002     , Error = 0.001 , Error Perc. =50.0
EMu_2017_SR1 Bin (SR1_MNbin1     ): Content = 0.001     , Error = 0.001 , Error Perc. =100.0
EMu_2017_SR1 Bin (SR1_MNbin2     ): Content = 0.001     , Error = 0.001 , Error Perc. =100.0
EMu_2017_SR2 Bin (SR2_HTLTbin3   ): Content = 0.001     , Error = 0.002 , Error Perc. =200.0
EMu_2017_SR3 Bin (SR3_bin20      ): Content = 0.001     , Error = 0.001 , Error Perc. =100.0
