EMu_2017_SR1 Bin (SR1_MNbin4     ): Content = 2.154     , Error = 0.018 , Error Perc. =0.836
EMu_2017_SR3 Bin (SR3_bin19      ): Content = 0.171     , Error = 0.005 , Error Perc. =2.924
EMu_2017_SR2 Bin (SR2_HTLTbin1   ): Content = 0.083     , Error = 0.004 , Error Perc. =4.819
EMu_2017_SR2 Bin (SR2_HTLTbin4   ): Content = 0.068     , Error = 0.003 , Error Perc. =4.412
EMu_2017_SR3 Bin (SR3_bin6       ): Content = 0.042     , Error = 0.002 , Error Perc. =4.762
EMu_2017_SR3 Bin (SR3_bin10      ): Content = 0.04      , Error = 0.002 , Error Perc. =5.0
EMu_2017_SR2 Bin (SR2_HTLTbin2   ): Content = 0.035     , Error = 0.002 , Error Perc. =5.714
EMu_2017_SR3 Bin (SR3_bin23      ): Content = 0.029     , Error = 0.002 , Error Perc. =6.897
EMu_2017_SR3 Bin (SR3_bin14      ): Content = 0.013     , Error = 0.001 , Error Perc. =7.692
EMu_2017_SR1 Bin (SR1_MNbin3     ): Content = 0.005     , Error = 0.001 , Error Perc. =20.0
EMu_2017_SR2 Bin (SR2_HTLTbin3   ): Content = 0.004     , Error = 0.001 , Error Perc. =25.0
EMu_2017_SR1 Bin (SR1_MNbin2     ): Content = 0.002     , Error = 0.001 , Error Perc. =50.0
EMu_2017_SR2 Bin (SR2_HTLTbin5   ): Content = 0.002     , Error = 0.001 , Error Perc. =50.0
EMu_2017_SR3 Bin (SR3_bin17      ): Content = 0.002     , Error = 0.0   , Error Perc. =0.0
EMu_2017_SR3 Bin (SR3_bin5       ): Content = 0.001     , Error = 0.0   , Error Perc. =0.0
EMu_2017_SR3 Bin (SR3_bin18      ): Content = 0.001     , Error = 0.0   , Error Perc. =0.0
EMu_2017_SR1 Bin (SR1_MNbin1     ): Content = 0.0       , Error = 0.0   , Error Perc. =0.0
EMu_2017_SR3 Bin (SR3_bin1       ): Content = 0.0       , Error = 0.0   , Error Perc. =0.0
EMu_2017_SR3 Bin (SR3_bin2       ): Content = 0.0       , Error = 0.0   , Error Perc. =0.0
EMu_2017_SR3 Bin (SR3_bin3       ): Content = 0.0       , Error = 0.0   , Error Perc. =0.0
EMu_2017_SR3 Bin (SR3_bin4       ): Content = 0.0       , Error = 0.0   , Error Perc. =0.0
EMu_2017_SR3 Bin (SR3_bin7       ): Content = 0.0       , Error = 0.0   , Error Perc. =0.0
EMu_2017_SR3 Bin (SR3_bin8       ): Content = 0.0       , Error = 0.0   , Error Perc. =0.0
EMu_2017_SR3 Bin (SR3_bin9       ): Content = 0.0       , Error = 0.0   , Error Perc. =0.0
EMu_2017_SR3 Bin (SR3_bin11      ): Content = 0.0       , Error = 0.0   , Error Perc. =0.0
EMu_2017_SR3 Bin (SR3_bin12      ): Content = 0.0       , Error = 0.0   , Error Perc. =0.0
EMu_2017_SR3 Bin (SR3_bin13      ): Content = 0.0       , Error = 0.0   , Error Perc. =0.0
EMu_2017_SR3 Bin (SR3_bin15      ): Content = 0.0       , Error = 0.0   , Error Perc. =0.0
EMu_2017_SR3 Bin (SR3_bin16      ): Content = 0.0       , Error = 0.0   , Error Perc. =0.0
EMu_2017_SR3 Bin (SR3_bin20      ): Content = 0.0       , Error = 0.0   , Error Perc. =0.0
EMu_2017_SR3 Bin (SR3_bin21      ): Content = 0.0       , Error = 0.0   , Error Perc. =0.0
EMu_2017_SR3 Bin (SR3_bin22      ): Content = 0.0       , Error = 0.0   , Error Perc. =0.0
