MuMu_2016postVFP_SR2 Bin (SR2_HTLTbin1   ): Content = 0.551     , Error = 0.008 , Error Perc. =1.452
MuMu_2016postVFP_SR3 Bin (SR3_bin3       ): Content = 0.297     , Error = 0.006 , Error Perc. =2.02
MuMu_2016postVFP_SR3 Bin (SR3_bin16      ): Content = 0.064     , Error = 0.003 , Error Perc. =4.688
MuMu_2016postVFP_SR3 Bin (SR3_bin9       ): Content = 0.05      , Error = 0.002 , Error Perc. =4.0
MuMu_2016postVFP_SR2 Bin (SR2_HTLTbin3   ): Content = 0.011     , Error = 0.001 , Error Perc. =9.091
MuMu_2016postVFP_SR3 Bin (SR3_bin20      ): Content = 0.011     , Error = 0.001 , Error Perc. =9.091
MuMu_2016postVFP_SR3 Bin (SR3_bin6       ): Content = 0.007     , Error = 0.001 , Error Perc. =14.286
MuMu_2016postVFP_SR1 Bin (SR1_MNbin2     ): Content = 0.006     , Error = 0.001 , Error Perc. =16.667
MuMu_2016postVFP_SR3 Bin (SR3_bin15      ): Content = 0.006     , Error = 0.001 , Error Perc. =16.667
MuMu_2016postVFP_SR3 Bin (SR3_bin14      ): Content = 0.005     , Error = 0.001 , Error Perc. =20.0
MuMu_2016postVFP_SR2 Bin (SR2_HTLTbin2   ): Content = 0.002     , Error = 0.001 , Error Perc. =50.0
MuMu_2016postVFP_SR3 Bin (SR3_bin2       ): Content = 0.002     , Error = 0.0   , Error Perc. =0.0
MuMu_2016postVFP_SR3 Bin (SR3_bin5       ): Content = 0.001     , Error = 0.0   , Error Perc. =0.0
MuMu_2016postVFP_SR3 Bin (SR3_bin8       ): Content = 0.001     , Error = 0.0   , Error Perc. =0.0
MuMu_2016postVFP_SR3 Bin (SR3_bin13      ): Content = 0.001     , Error = 0.001 , Error Perc. =100.0
MuMu_2016postVFP_SR1 Bin (SR1_MNbin1     ): Content = 0.0       , Error = 0.0   , Error Perc. =0.0
MuMu_2016postVFP_SR2 Bin (SR2_HTLTbin4   ): Content = 0.0       , Error = 0.0   , Error Perc. =0.0
MuMu_2016postVFP_SR2 Bin (SR2_HTLTbin5   ): Content = 0.0       , Error = 0.0   , Error Perc. =0.0
MuMu_2016postVFP_SR3 Bin (SR3_bin1       ): Content = 0.0       , Error = 0.0   , Error Perc. =0.0
MuMu_2016postVFP_SR3 Bin (SR3_bin4       ): Content = 0.0       , Error = 0.0   , Error Perc. =0.0
MuMu_2016postVFP_SR3 Bin (SR3_bin7       ): Content = 0.0       , Error = 0.0   , Error Perc. =0.0
MuMu_2016postVFP_SR3 Bin (SR3_bin10      ): Content = -0.0      , Error = 0.0   , Error Perc. =0.0
MuMu_2016postVFP_SR3 Bin (SR3_bin11      ): Content = 0.0       , Error = 0.0   , Error Perc. =0.0
MuMu_2016postVFP_SR3 Bin (SR3_bin12      ): Content = 0.0       , Error = 0.0   , Error Perc. =0.0
MuMu_2016postVFP_SR3 Bin (SR3_bin17      ): Content = 0.0       , Error = 0.0   , Error Perc. =0.0
MuMu_2016postVFP_SR3 Bin (SR3_bin18      ): Content = 0.0       , Error = 0.0   , Error Perc. =0.0
MuMu_2016postVFP_SR3 Bin (SR3_bin19      ): Content = 0.0       , Error = 0.0   , Error Perc. =0.0
