100	--	--	--	--	--	--
125	10.0000	10.0000	10.0000	10.0000	10.0000	10.0000
200	--	--	--	--	--	--
250	2.5000	2.5000	2.5000	2.5000	2.5000	2.5000
300	--	--	--	--	--	--
400	5.6388	5.6388	5.6388	5.6388	5.6388	5.6388
500	6.7408	6.7408	6.7408	6.7408	6.7408	6.7408
600	10.9083	10.9083	10.9083	10.9083	10.9083	10.9083
700	1.6441	1.6441	1.6441	1.6441	1.6441	1.6441
800	1.8192	1.8192	1.8192	1.8192	1.8192	1.8192
900	2.3487	2.3487	2.3487	2.3487	2.3487	2.3487
1000	2.7301	2.7301	2.7301	2.7301	2.7301	2.7301
1100	0.3440	0.3440	0.3440	0.3440	0.3440	0.3440
1200	0.4228	0.4228	0.4228	0.4228	0.4228	0.4228
1500	0.6235	0.6235	0.6235	0.6235	0.6235	0.6235
