100	0.9319	0.9319	0.9319	0.9319	0.9319	0.9319
125	1.8401	1.8401	1.8401	1.8401	1.8401	1.8401
200	4.9922	4.9922	4.9922	4.9922	4.9922	4.9922
250	7.2686	7.2686	7.2686	7.2686	7.2686	7.2686
300	0.9884	0.9884	0.9884	0.9884	0.9884	0.9884
400	1.4209	1.4209	1.4209	1.4209	1.4209	1.4209
500	2.2242	2.2242	2.2242	2.2242	2.2242	2.2242
600	2.8129	2.8129	2.8129	2.8129	2.8129	2.8129
700	0.3862	0.3862	0.3862	0.3862	0.3862	0.3862
800	0.5889	0.5889	0.5889	0.5889	0.5889	0.5889
900	0.7396	0.7396	0.7396	0.7396	0.7396	0.7396
1000	0.9580	0.9580	0.9580	0.9580	0.9580	0.9580
1100	0.1244	0.1244	0.1244	0.1244	0.1244	0.1244
1200	0.1714	0.1714	0.1714	0.1714	0.1714	0.1714
1500	0.3360	0.3360	0.3360	0.3360	0.3360	0.3360
