100	8.0540	8.0540	8.0540	8.0540	8.0540	8.0540
125	8.3328	8.3328	8.3328	8.3328	8.3328	8.3328
200	31.1771	31.1771	31.1771	31.1771	31.1771	31.1771
250	47.4439	47.4439	47.4439	47.4439	47.4439	47.4439
300	4.4120	4.4120	4.4120	4.4120	4.4120	4.4120
400	9.6282	9.6282	9.6282	9.6282	9.6282	9.6282
500	11.4980	11.4980	11.4980	11.4980	11.4980	11.4980
600	14.6419	14.6419	14.6419	14.6419	14.6419	14.6419
700	2.4341	2.4341	2.4341	2.4341	2.4341	2.4341
800	3.4616	3.4616	3.4616	3.4616	3.4616	3.4616
900	4.7604	4.7604	4.7604	4.7604	4.7604	4.7604
1000	5.0575	5.0575	5.0575	5.0575	5.0575	5.0575
1100	0.5082	0.5082	0.5082	0.5082	0.5082	0.5082
1200	0.6258	0.6258	0.6258	0.6258	0.6258	0.6258
1500	1.4835	1.4835	1.4835	1.4835	1.4835	1.4835
1700	2.6202	2.6202	2.6202	2.6202	2.6202	2.6202
2000	8.6532	8.6532	8.6532	8.6532	8.6532	8.6532
