300	67.6054	67.6054	67.6054	67.6054	67.6054	67.6054
400	43.8611	43.8611	43.8611	43.8611	43.8611	43.8611
500	43.8611	43.8611	43.8611	43.8611	43.8611	43.8611
600	60.8257	60.8257	60.8257	60.8257	60.8257	60.8257
700	9.31376	9.31376	9.31376	9.31376	9.31376	9.31376
800	14.9258	14.9258	14.9258	14.9258	14.9258	14.9258
900	21.8436	21.8436	21.8436	21.8436	21.8436	21.8436
1000	21.0989	21.0989	21.0989	21.0989	21.0989	21.0989
1100	26.9624	26.9624	26.9624	26.9624	26.9624	26.9624
1200	3.96245	3.96245	3.96245	3.96245	3.96245	3.96245
1500	11.9015	11.9015	11.9015	11.9015	11.9015	11.9015
