100	6.7430	6.7430	6.7430	6.7430	6.7430	6.7430
125	10.4502	10.4502	10.4502	10.4502	10.4502	10.4502
200	33.9610	33.9610	33.9610	33.9610	33.9610	33.9610
250	3.5428	3.5428	3.5428	3.5428	3.5428	3.5428
300	4.3452	4.3452	4.3452	4.3452	4.3452	4.3452
400	10.7858	10.7858	10.7858	10.7858	10.7858	10.7858
500	13.6785	13.6785	13.6785	13.6785	13.6785	13.6785
600	13.0523	13.0523	13.0523	13.0523	13.0523	13.0523
700	1.9135	1.9135	1.9135	1.9135	1.9135	1.9135
800	2.7498	2.7498	2.7498	2.7498	2.7498	2.7498
900	3.8357	3.8357	3.8357	3.8357	3.8357	3.8357
1000	4.7487	4.7487	4.7487	4.7487	4.7487	4.7487
1100	0.6257	0.6257	0.6257	0.6257	0.6257	0.6257
1200	0.8066	0.8066	0.8066	0.8066	0.8066	0.8066
1500	1.5906	1.5906	1.5906	1.5906	1.5906	1.5906
1700	2.6872	2.6872	2.6872	2.6872	2.6872	2.6872
2000	4.5944	4.5944	4.5944	4.5944	4.5944	4.5944
