100	1.3312	1.3312	1.3312	1.3312	1.3312	1.3312
125	2.0809	2.0809	2.0809	2.0809	2.0809	2.0809
200	7.2084	7.2084	7.2084	7.2084	7.2084	7.2084
250	10.0464	10.0464	10.0464	10.0464	10.0464	10.0464
300	1.3195	1.3195	1.3195	1.3195	1.3195	1.3195
400	1.8175	1.8175	1.8175	1.8175	1.8175	1.8175
500	2.9096	2.9096	2.9096	2.9096	2.9096	2.9096
600	3.2835	3.2835	3.2835	3.2835	3.2835	3.2835
700	0.5200	0.5200	0.5200	0.5200	0.5200	0.5200
800	0.7146	0.7146	0.7146	0.7146	0.7146	0.7146
900	0.9828	0.9828	0.9828	0.9828	0.9828	0.9828
1000	1.1192	1.1192	1.1192	1.1192	1.1192	1.1192
1100	0.1336	0.1336	0.1336	0.1336	0.1336	0.1336
1200	0.1685	0.1685	0.1685	0.1685	0.1685	0.1685
1500	0.3396	0.3396	0.3396	0.3396	0.3396	0.3396
