100	135.265	135.265	135.265	135.265	135.265	135.265
200	432.122	432.122	432.122	432.122	432.122	432.122
300	16.7796	16.7796	16.7796	16.7796	16.7796	16.7796
400	14.1866	14.1866	14.1866	14.1866	14.1866	14.1866
500	14.1866	14.1866	14.1866	14.1866	14.1866	14.1866
600	34.9175	34.9175	34.9175	34.9175	34.9175	34.9175
700	5.95846	5.95846	5.95846	5.95846	5.95846	5.95846
800	8.64397	8.64397	8.64397	8.64397	8.64397	8.64397
900	12.3987	12.3987	12.3987	12.3987	12.3987	12.3987
1000	20.6306	20.6306	20.6306	20.6306	20.6306	20.6306
1100	35.6181	35.6181	35.6181	35.6181	35.6181	35.6181
1500	33.982	33.982	33.982	33.982	33.982	33.982
