100	88.9902	88.9902	88.9902	88.9902	88.9902	88.9902
200	347.034	347.034	347.034	347.034	347.034	347.034
300	11.5204	11.5204	11.5204	11.5204	11.5204	11.5204
400	7.36952	7.36952	7.36952	7.36952	7.36952	7.36952
500	7.36952	7.36952	7.36952	7.36952	7.36952	7.36952
600	15.3393	15.3393	15.3393	15.3393	15.3393	15.3393
700	2.72122	2.72122	2.72122	2.72122	2.72122	2.72122
800	4.31382	4.31382	4.31382	4.31382	4.31382	4.31382
900	5.94325	5.94325	5.94325	5.94325	5.94325	5.94325
1000	8.68354	8.68354	8.68354	8.68354	8.68354	8.68354
1100	13.0884	13.0884	13.0884	13.0884	13.0884	13.0884
1200	1.83517	1.83517	1.83517	1.83517	1.83517	1.83517
1500	4.74727	4.74727	4.74727	4.74727	4.74727	4.74727
