100	30.7405	30.7405	30.7405	30.7405	30.7405	30.7405
125	16.5428	16.5428	16.5428	16.5428	16.5428	16.5428
200	23.3036	23.3036	23.3036	23.3036	23.3036	23.3036
250	2.5187	2.5187	2.5187	2.5187	2.5187	2.5187
300	3.2728	3.2728	3.2728	3.2728	3.2728	3.2728
400	2.9997	2.9997	2.9997	2.9997	2.9997	2.9997
500	3.7120	3.7120	3.7120	3.7120	3.7120	3.7120
600	4.3760	4.3760	4.3760	4.3760	4.3760	4.3760
700	0.6034	0.6034	0.6034	0.6034	0.6034	0.6034
800	0.8755	0.8755	0.8755	0.8755	0.8755	0.8755
900	0.7861	0.7861	0.7861	0.7861	0.7861	0.7861
1000	1.2111	1.2111	1.2111	1.2111	1.2111	1.2111
1100	0.1239	0.1239	0.1239	0.1239	0.1239	0.1239
1200	0.1897	0.1897	0.1897	0.1897	0.1897	0.1897
1500	0.3066	0.3066	0.3066	0.3066	0.3066	0.3066
