100	--	--	--	--	--	--
200	--	--	--	--	--	--
300	56.4506	56.4506	56.4506	56.4506	56.4506	56.4506
400	121.249	121.249	121.249	121.249	121.249	121.249
500	126.721	126.721	126.721	126.721	126.721	126.721
600	166.786	166.786	166.786	166.786	166.786	166.786
700	23.9719	23.9719	23.9719	23.9719	23.9719	23.9719
800	17.1642	17.1642	17.1642	17.1642	17.1642	17.1642
900	29.8634	29.8634	29.8634	29.8634	29.8634	29.8634
1000	28.6347	28.6347	28.6347	28.6347	28.6347	28.6347
1100	3.86951	3.86951	3.86951	3.86951	3.86951	3.86951
1200	3.86951	3.86951	3.86951	3.86951	3.86951	3.86951
1500	7.89956	7.89956	7.89956	7.89956	7.89956	7.89956
