100	27.0683	27.0683	27.0683	27.0683	27.0683	27.0683
125	31.8881	31.8881	31.8881	31.8881	31.8881	31.8881
200	80.3804	80.3804	80.3804	80.3804	80.3804	80.3804
250	122.6997	122.6997	122.6997	122.6997	122.6997	122.6997
300	10.9095	10.9095	10.9095	10.9095	10.9095	10.9095
400	21.6096	21.6096	21.6096	21.6096	21.6096	21.6096
500	23.4342	23.4342	23.4342	23.4342	23.4342	23.4342
600	32.6277	32.6277	32.6277	32.6277	32.6277	32.6277
700	4.1432	4.1432	4.1432	4.1432	4.1432	4.1432
800	4.2624	4.2624	4.2624	4.2624	4.2624	4.2624
900	4.3042	4.3042	4.3042	4.3042	4.3042	4.3042
1000	5.1248	5.1248	5.1248	5.1248	5.1248	5.1248
1100	0.6438	0.6438	0.6438	0.6438	0.6438	0.6438
1200	0.8770	0.8770	0.8770	0.8770	0.8770	0.8770
1500	2.2706	2.2706	2.2706	2.2706	2.2706	2.2706
1700	5.0953	5.0953	5.0953	5.0953	5.0953	5.0953
2000	56.9728	56.9728	56.9728	56.9728	56.9728	56.9728
