TRUE	600	1144.71
TRUE	652.055	1160.09
TRUE	704.11	1178.54
TRUE	706.849	1178.54
TRUE	756.164	1193.91
TRUE	810.959	1209.29
TRUE	863.014	1224.66
TRUE	865.753	1227.74
TRUE	915.068	1243.11
TRUE	967.123	1261.56
TRUE	1002.74	1276.94
TRUE	1019.18	1283.09
TRUE	1073.97	1304.61
TRUE	1120.55	1326.14
TRUE	1126.03	1329.21
TRUE	1178.08	1350.74
TRUE	1282.19	1399.94
TRUE	1331.51	1424.54
TRUE	1336.99	1427.61
TRUE	1389.04	1455.29
TRUE	1421.92	1473.74
TRUE	1441.1	1482.96
TRUE	1493.15	1513.71
TRUE	1504.11	1522.94
TRUE	1547.95	1547.54
TRUE	1580.82	1572.14
TRUE	1600	1584.44
TRUE	1649.32	1621.34
TRUE	1652.05	1621.34
TRUE	1704.11	1658.24
TRUE	1720.55	1670.54
TRUE	1756.16	1695.14
TRUE	1789.04	1719.74
TRUE	1810.96	1732.04
TRUE	1863.01	1765.87
TRUE	1863.01	1768.94
TRUE	1915.07	1799.69
TRUE	1942.47	1818.14
TRUE	1967.12	1833.52
TRUE	2019.18	1864.27
TRUE	2021.92	1864.27
TRUE	2073.97	1898.09
TRUE	2098.63	1913.47
TRUE	2126.03	1931.92
TRUE	2169.86	1962.67
TRUE	2178.08	1968.82
TRUE	2230.14	2011.87
TRUE	2232.88	2011.87
TRUE	2282.19	2058
TRUE	2287.67	2061.07
TRUE	2336.99	2107.2
TRUE	2339.73	2110.27
TRUE	2438.36	2208.67
TRUE	2441.1	2211.75
TRUE	2487.67	2257.87
TRUE	2493.15	2264.02
TRUE	2542.47	2307.07
TRUE	2545.21	2310.15
TRUE	2600	2353.2
TRUE	2602.74	2356.27
TRUE	2652.05	2390.1
TRUE	2673.97	2405.47
TRUE	2704.11	2427
TRUE	2753.42	2454.67
TRUE	2756.16	2457.75
TRUE	2808.22	2482.35
TRUE	2852.05	2503.87
TRUE	2863.01	2510.02
TRUE	2915.07	2531.55
TRUE	2967.12	2550
TRUE	2972.6	2553.08
TRUE	3019.18	2571.53
TRUE	3071.23	2589.98
TRUE	3109.59	2602.28
TRUE	3126.03	2608.43
TRUE	3178.08	2626.88
TRUE	3230.14	2648.4
TRUE	3235.62	2651.48
TRUE	3282.19	2669.93
TRUE	3334.25	2697.6
TRUE	3342.47	2700.68
TRUE	3389.04	2725.28
TRUE	3430.14	2749.88
TRUE	3441.1	2756.03
TRUE	3493.15	2789.85
TRUE	3506.85	2799.08
TRUE	3545.21	2826.75
TRUE	3575.34	2848.28
TRUE	3597.26	2863.65
TRUE	3643.84	2897.48
TRUE	3652.05	2903.63
TRUE	3704.11	2940.53
TRUE	3712.33	2946.68
TRUE	3756.16	2974.35
TRUE	3786.3	2995.88
TRUE	3808.22	3008.18
TRUE	3860.27	3038.93
TRUE	3868.49	3045.08
TRUE	3915.07	3066.61
TRUE	3967.12	3091.21
TRUE	3967.12	3094.28
TRUE	4019.18	3115.81
TRUE	4071.23	3134.26
TRUE	4095.89	3143.48
TRUE	4123.29	3152.71
TRUE	4178.08	3165.01
TRUE	4230.14	3174.23
TRUE	4282.19	3180.38
TRUE	4334.25	3180.38
TRUE	4389.04	3174.23
TRUE	4441.1	3158.86
TRUE	4473.97	3143.48
TRUE	4493.15	3131.18
TRUE	4545.21	3094.28
TRUE	4545.21	3091.21
TRUE	4589.04	3045.08
TRUE	4621.92	2995.88
TRUE	4649.32	2946.68
TRUE	4652.05	2940.53
TRUE	4668.49	2897.48
TRUE	4687.67	2848.28
TRUE	4701.37	2799.08
TRUE	4704.11	2789.85
TRUE	4712.33	2749.88
TRUE	4728.77	2651.48
TRUE	4734.25	2553.08
TRUE	4734.25	2503.87
TRUE	4731.51	2454.67
TRUE	4726.03	2405.47
TRUE	4717.81	2356.27
TRUE	4706.85	2307.07
TRUE	4704.11	2285.55
TRUE	4698.63	2257.87
TRUE	4665.75	2110.27
TRUE	4657.53	2061.07
TRUE	4646.58	1962.67
TRUE	4643.84	1913.47
TRUE	4643.84	1864.27
TRUE	4646.58	1818.14
TRUE	4649.32	1768.94
TRUE	4652.05	1759.72
TRUE	4654.79	1719.74
TRUE	4663.01	1670.54
TRUE	4684.93	1572.14
TRUE	4698.63	1522.94
TRUE	4704.11	1501.41
TRUE	4709.59	1473.74
TRUE	4736.99	1375.34
TRUE	4758.9	1276.94
TRUE	4767.12	1227.74
TRUE	4772.6	1178.54
TRUE	4778.08	1080.14
TRUE	4775.34	1030.93
TRUE	4769.86	981.734
TRUE	4756.16	920.234
TRUE	4745.21	883.333
TRUE	4726.03	834.133
TRUE	4704.11	791.082
TRUE	4701.37	784.932
TRUE	4668.49	735.732
TRUE	4652.05	714.207
TRUE	4630.14	686.531
TRUE	4597.26	655.781
TRUE	4583.56	637.331
TRUE	4545.21	606.581
TRUE	4528.77	588.13
TRUE	4493.15	563.53
TRUE	4463.01	538.93
TRUE	4441.1	523.555
TRUE	4391.78	489.729
TRUE	4389.04	489.729
TRUE	4334.25	458.979
TRUE	4306.85	440.529
TRUE	4282.19	428.229
TRUE	4230.14	403.629
TRUE	4208.22	391.328
TRUE	4178.08	379.028
TRUE	4123.29	357.503
TRUE	4087.67	345.203
TRUE	4071.23	339.053
TRUE	3967.12	302.153
TRUE	3945.21	296.002
TRUE	3915.07	283.702
TRUE	3860.27	268.327
TRUE	3808.22	249.877
TRUE	3797.26	246.802
TRUE	3756.16	231.427
TRUE	3704.11	212.977
TRUE	3665.75	197.601
TRUE	3652.05	191.451
TRUE	3597.26	169.926
TRUE	3545.21	148.401
TRUE	3441.1	99.2005
TRUE	3435.62	99.2005
TRUE	3389.04	74.6002
TRUE	3334.25	50
