100	0.9041	0.9041	0.9041	0.9041	0.9041	0.9041
125	1.5135	1.5135	1.5135	1.5135	1.5135	1.5135
200	5.1483	5.1483	5.1483	5.1483	5.1483	5.1483
250	8.5562	8.5562	8.5562	8.5562	8.5562	8.5562
300	1.2146	1.2146	1.2146	1.2146	1.2146	1.2146
400	2.0544	2.0544	2.0544	2.0544	2.0544	2.0544
500	3.3103	3.3103	3.3103	3.3103	3.3103	3.3103
600	3.6917	3.6917	3.6917	3.6917	3.6917	3.6917
700	0.5663	0.5663	0.5663	0.5663	0.5663	0.5663
800	0.7725	0.7725	0.7725	0.7725	0.7725	0.7725
900	0.9671	0.9671	0.9671	0.9671	0.9671	0.9671
1000	1.1655	1.1655	1.1655	1.1655	1.1655	1.1655
1100	0.1301	0.1301	0.1301	0.1301	0.1301	0.1301
1200	0.1808	0.1808	0.1808	0.1808	0.1808	0.1808
1500	0.3278	0.3278	0.3278	0.3278	0.3278	0.3278
