100	0.7640	0.7640	0.7640	0.7640	0.7640	0.7640
125	1.2457	1.2457	1.2457	1.2457	1.2457	1.2457
200	4.9584	4.9584	4.9584	4.9584	4.9584	4.9584
250	7.3633	7.3633	7.3633	7.3633	7.3633	7.3633
300	0.9842	0.9842	0.9842	0.9842	0.9842	0.9842
400	1.5369	1.5369	1.5369	1.5369	1.5369	1.5369
500	2.4456	2.4456	2.4456	2.4456	2.4456	2.4456
600	2.7440	2.7440	2.7440	2.7440	2.7440	2.7440
700	0.4086	0.4086	0.4086	0.4086	0.4086	0.4086
800	0.6169	0.6169	0.6169	0.6169	0.6169	0.6169
900	0.8185	0.8185	0.8185	0.8185	0.8185	0.8185
1000	0.7936	0.7936	0.7936	0.7936	0.7936	0.7936
1100	0.0843	0.0843	0.0843	0.0843	0.0843	0.0843
1200	0.0880	0.0880	0.0880	0.0880	0.0880	0.0880
1500	0.1747	0.1747	0.1747	0.1747	0.1747	0.1747
1700	0.3588	0.3588	0.3588	0.3588	0.3588	0.3588
2000	1.2046	1.2046	1.2046	1.2046	1.2046	1.2046
